NCT ID,Acronym,Overall Status,Start Date,Conditions,Interventions,Locations,Primary Completion Date,Study First Post Date,Last Update Post Date,Study Type,Phases,Race Information
NCT04698785,REGOMAIN,RECRUITING,2021-07-21,"Bone Sarcoma, Osteosarcoma","Treatment by regorafenib and best supportive care, Treatment by placebo and best supportive care","Besançon - France, Bordeaux - France, Dijon - France, Lille - France, Lyon - France, Marseille - France, Montpellier - France, Nantes - France, Paris - France, Paris - France, Saint-Herblain - France, Saint-Priest-en-Jarez - France, Strasbourg - France, Strasbourg - France, Toulouse - France, Villejuif - France",2026-07-21,2021-01-07,2023-08-08,INTERVENTIONAL,PHASE2,{}
NCT01016015,Unknown,COMPLETED,2009-11,"Metastatic Osteosarcoma, Recurrent Adult Soft Tissue Sarcoma, Recurrent Osteosarcoma, Stage III Adult Soft Tissue Sarcoma, Stage IV Adult Soft Tissue Sarcoma","Cixutumumab, Laboratory Biomarker Analysis, Temsirolimus","Los Angeles - United States, Jacksonville - United States, Tampa - United States, Chicago - United States, Chicago - United States, Decatur - United States, Evanston - United States, Springfield - United States, Baltimore - United States, Ann Arbor - United States, Ann Arbor - United States, Rochester - United States, Bronx - United States, Bronx - United States, New York - United States, Old Westbury - United States, Charlotte - United States, Philadelphia - United States, Charleston - United States, Nashville - United States, Houston - United States, Richmond - United States, Edmonton - Canada, Toronto - Canada",2014-07,2009-11-18,2015-07-30,INTERVENTIONAL,PHASE2,{}
NCT00003937,Unknown,COMPLETED,1999-09,"Cardiac Toxicity, Sarcoma","cisplatin, dexrazoxane hydrochloride, doxorubicin hydrochloride, etoposide, ifosfamide, methotrexate, conventional surgery","Birmingham - United States, Mobile - United States, Tucson - United States, Little Rock - United States, La Jolla - United States, Long Beach - United States, Los Angeles - United States, Los Angeles - United States, Orange - United States, Palo Alto - United States, Sacramento - United States, Sacramento - United States, San Diego - United States, San Diego - United States, San Francisco - United States, Santa Clara - United States, Travis Air Force Base - United States, Denver - United States, New Haven - United States, Washington - United States, Washington - United States, Gainesville - United States, Jacksonville - United States, Miami - United States, Miami - United States, Miami - United States, Orlando - United States, St. Petersburg - United States, Tampa - United States, West Palm Beach - United States, Atlanta - United States, Honolulu - United States, Honolulu - United States, Chicago - United States, Chicago - United States, Chicago - United States, Oak Lawn - United States, Peoria - United States, Peoria - United States, Indianapolis - United States, Iowa City - United States, Kansas City - United States, Wichita - United States, Wichita - United States, New Orleans - United States, New Orleans - United States, New Orleans - United States, Bangor - United States, Portland - United States, Baltimore - United States, Baltimore - United States, Boston - United States, Boston - United States, Boston - United States, Worcester - United States, Ann Arbor - United States, Detroit - United States, Detroit - United States, Flint - United States, Kalamazoo - United States, Minneapolis - United States, Rochester - United States, Jackson - United States, Keesler AFB - United States, Columbia - United States, Kansas City - United States, Saint Louis - United States, Saint Louis - United States, Omaha - United States, Lebanon - United States, Hackensack - United States, Hackensack - United States, New Brunswick - United States, Albuquerque - United States, Buffalo - United States, New Hyde Park - United States, New York - United States, New York - United States, New York - United States, New York - United States, Rochester - United States, Stony Brook - United States, Syracuse - United States, Asheville - United States, Chapel Hill - United States, Charlotte - United States, Charlotte - United States, Durham - United States, Greenville - United States, Winston-Salem - United States, Fargo - United States, Fargo - United States, Cincinnati - United States, Cleveland - United States, Columbus - United States, Oklahoma City - United States, Tulsa - United States, Portland - United States, Portland - United States, Portland - United States, Philadelphia - United States, Philadelphia - United States, Pittsburgh - United States, Charleston - United States, Greenville - United States, Johnson City - United States, Memphis - United States, Nashville - United States, Dallas - United States, Dallas - United States, Dallas - United States, Galveston - United States, Houston - United States, Houston - United States, Lackland Air Force Base - United States, San Antonio - United States, San Antonio - United States, Temple - United States, Burlington - United States, Charlottesville - United States, Falls Church - United States, Portsmouth - United States, Richmond - United States, Roanoke - United States, Seattle - United States, Seattle - United States, Tacoma - United States, Charleston - United States, Morgantown - United States, Green Bay - United States, Madison - United States, Milwaukee - United States, Parkville - Australia, Perth - Australia, Calgary - Canada, Edmonton - Canada, Vancouver - Canada, Halifax - Canada, Hamilton - Canada, Ottawa - Canada, Toronto - Canada, Montreal - Canada, Montreal - Canada, Sainte Foy - Canada, Groningen - Netherlands, Santurce - Puerto Rico, Bern - Switzerland, Geneva - Switzerland",2004-03,2004-02-09,2014-08-05,INTERVENTIONAL,PHASE3,{}
NCT00031915,Unknown,COMPLETED,2002-06,"Childhood Malignant Fibrous Histiocytoma of Bone, Sarcoma",imatinib mesylate,"Los Angeles - United States, Washington - United States, Park Ridge - United States, Bethesda - United States, Boston - United States, Ann Arbor - United States, Rochester - United States, New York - United States, New York - United States, Houston - United States",Unknown Date,2003-01-27,2013-06-19,INTERVENTIONAL,PHASE2,{}
NCT01807052,Unknown,COMPLETED,2009-11,"Localized Osteosarcoma, Metastatic Osteosarcoma, Recurrent Osteosarcoma",laboratory biomarker analysis,Monrovia - United States,2016-05,2013-03-08,2016-05-19,OBSERVATIONAL,Not Available,{}
NCT04824352,AIEO,SUSPENDED,2021-04-01,"Effect of Drug, Toxicity, Drug",apatinib,"Beijing - China, Beijing - China",2026-04-01,2021-04-01,2024-05-14,INTERVENTIONAL,PHASE2,{}
NCT05116800,Unknown,WITHDRAWN,2022-03-01,"Soft Tissue Sarcoma, Undifferentiated Pleomorphic Sarcoma, Myxofibrosarcoma, Leiomyosarcoma, Liposarcoma, Angiosarcoma, Synovial Sarcoma, Rhabdomyosarcoma, Spindle Cell Sarcoma, High Grade Sarcoma, Bone Sarcoma, Osteosarcoma, Ewing Sarcoma of Bone","Gemcitabine, 9-ING-41, Docetaxel","Providence - United States, Providence - United States",2025-08-01,2021-11-11,2021-12-07,INTERVENTIONAL,PHASE2,{}
NCT04661852,Unknown,COMPLETED,2020-12-23,"Relapsed Ewing Sarcoma, Refractory Ewing Sarcoma, Relapsed Osteosarcoma, Refractory Osteosarcoma","Cabozantinib, Topotecan, Cyclophosphamide, Myeloid growth factor","Boston - United States, Boston - United States",2022-10-24,2020-12-10,2023-02-15,INTERVENTIONAL,PHASE1,{}
NCT00001217,Unknown,COMPLETED,1987-05,Osteosarcoma,pre-surgical chemotherapy,Bethesda - United States,Unknown Date,2002-12-10,2008-03-04,INTERVENTIONAL,PHASE3,{}
NCT01459484,ISG/OS-2,COMPLETED,2011-06-23,Osteosarcoma,"Mifamurtide arm, 3 drugs arm","Candiolo - Italy, Torino - Italy, Bologna - Italy, Firenze - Italy, Genova - Italy, Milano - Italy, Napoli - Italy, Padova - Italy, Roma - Italy, Roma - Italy, Torino - Italy",2024-04-30,2011-10-25,2024-05-20,INTERVENTIONAL,PHASE2,{}
NCT01194284,Unknown,TERMINATED,2011-12,Osteosarcoma,Mifamurtide,Wien - Austria,2013-12,2010-09-02,2017-01-19,OBSERVATIONAL,Not Available,{}
NCT00673179,Unknown,TERMINATED,2008-05,Osteosarcoma,"Doxorubicin, Cisplatin, Methotrexate, Leucovorin, Dexrazoxane, Ifosfamide, Questionnaire, Gemcitabine, Sargramostim, Surgery, Mesna",Houston - United States,2010-11,2008-05-07,2014-09-10,INTERVENTIONAL,NA,{}
NCT00223184,Unknown,COMPLETED,2003-03,Paediatric Osteosarcomas,No interventions listed,"Strasbourg - France, Strasbourg - France",Unknown Date,2005-09-22,2011-08-30,OBSERVATIONAL,Not Available,{}
NCT00019864,Unknown,TERMINATED,2000-03,"Cardiac Toxicity, Sarcoma","filgrastim, cisplatin, dexrazoxane hydrochloride, doxorubicin hydrochloride, leucovorin calcium, methotrexate, adjuvant therapy, conventional surgery, neoadjuvant therapy","Bethesda - United States, Oklahoma City - United States, Fort Worth - United States, Houston - United States",2006-12,2003-01-27,2015-06-08,INTERVENTIONAL,PHASE2,{}
NCT00093821,Unknown,COMPLETED,2004-09,"Childhood Chronic Myelogenous Leukemia, Childhood Desmoplastic Small Round Cell Tumor, Disseminated Neuroblastoma, Metastatic Childhood Soft Tissue Sarcoma, Metastatic Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor, Metastatic Osteosarcoma, Previously Treated Childhood Rhabdomyosarcoma, Recurrent Childhood Acute Lymphoblastic Leukemia, Recurrent Childhood Acute Myeloid Leukemia, Recurrent Childhood Rhabdomyosarcoma, Recurrent Childhood Soft Tissue Sarcoma, Recurrent Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor, Recurrent Neuroblastoma, Recurrent Osteosarcoma","tanespimycin, pharmacological study, laboratory biomarker analysis",New York - United States,2007-08,2004-10-08,2013-06-04,INTERVENTIONAL,PHASE1,{}
NCT04867421,TANOs,RECRUITING,2020-09-01,"Osteosarcoma, Chondrosarcoma",No intervention,Reims - France,2025-08-01,2021-04-30,2022-05-25,OBSERVATIONAL,Not Available,{}
NCT01987102,Unknown,COMPLETED,2013-12,Osteosarcoma,"Calcium Folinate, [6R] 5,10-methylenetetrahydrofolate (arfolitixorin)","Brno - Czechia, Prague - Czechia, Budapest - Hungary, Warszawa - Poland, Lund - Sweden",2017-01-03,2013-11-19,2020-09-25,INTERVENTIONAL,"PHASE1, PHASE2","{'American Indian or Alaska Native': 0, 'Asian': 0, 'Native Hawaiian or Other Pacific Islander': 0, 'Black or African American': 0, 'White': 36, 'More than one race': 0, 'Unknown or Not Reported': 0}"
NCT02986503,EUROBOSS,COMPLETED,2002-01,"Spindle Cell Sarcoma of Bone, Osteosarcoma","Doxorubicin+cisplatin+ifosfamide, Doxorubicin+cisplatin+ifosfamide+methotrexate","Stuttgart - Germany, Bologna - Italy, Lund - Sweden",2015-12,2016-12-08,2016-12-08,OBSERVATIONAL,Not Available,{}
NCT04546243,Unknown,COMPLETED,2020-01-01,"Osteosarcoma Metastatic, Pulmonary Disease, Resectable Sarcoma, Survival","resection group, radiotherapy group","Beijing - China, Beijing - China",2020-10-01,2020-09-11,2020-12-04,OBSERVATIONAL,Not Available,{}
NCT01650090,Unknown,COMPLETED,2012-08,Pulmonary Relapse of Osteosarcoma,Inhaled Lipid Cisplatin (ILC),"Los Angeles - United States, Palo Alto - United States, Tampa - United States, Chicago - United States, New Orleans - United States, Boston - United States, Rochester - United States, Saint Louis - United States, Bronx - United States, New York - United States, Nashville - United States, Dallas - United States, Houston - United States, Salt Lake City - United States, Seattle - United States",2018-11,2012-07-26,2019-08-07,INTERVENTIONAL,PHASE2,{}
NCT06217003,Unknown,NOT_YET_RECRUITING,2024-02-01,Osteosarcoma,Trilaciclib,Xinxiang - China,2025-02-01,2024-01-22,2024-01-22,INTERVENTIONAL,PHASE2,{}
NCT01005043,Unknown,COMPLETED,2010-12-01,Osteosarcoma,heavy ion radiotherapy (C12),Heidelberg - Germany,2018-08-01,2009-10-30,2020-01-10,INTERVENTIONAL,"PHASE1, PHASE2",{}
NCT01759303,Unknown,TERMINATED,2013-04,"Osteosarcoma, Metastatic Osteosarcoma",pazopanib,"Duarte - United States, Boston - United States, Rochester - United States, Houston - United States",2017-01,2013-01-03,2021-04-13,INTERVENTIONAL,PHASE2,{}
NCT01780779,FUBEO,UNKNOWN,2009-06,"Ewing Sarcoma, Osteosarcoma",MRI,Leuven - Belgium,2013-06,2013-01-31,2013-01-31,OBSERVATIONAL,Not Available,{}
NCT05400603,Aflac-NBL-2002,RECRUITING,2023-11-06,"Neuroblastoma, Refractory Neuroblastoma, Relapsed Neuroblastoma, Relapsed Osteosarcoma, Refractory Osteosarcoma","Ex Vivo Expanded Allogeneic γδ T Cells in Combination with Dinutuximab, Temozolomide, Irinotecan and Zoledronate",Atlanta - United States,2025-12,2022-06-01,2024-07-17,INTERVENTIONAL,PHASE1,{}
NCT04757064,Unknown,UNKNOWN,2021-08-07,Osteosarcoma,standard rehabilitation protocol,No locations listed,2022-02,2021-02-16,2021-08-06,INTERVENTIONAL,NA,{}
NCT02487979,Unknown,COMPLETED,2016-02-16,Recurrent Osteosarcoma,"Glembatumumab Vedotin, Laboratory Biomarker Analysis, Pharmacological Study","Birmingham - United States, Tucson - United States, Tucson - United States, Little Rock - United States, Anaheim - United States, Arroyo Grande - United States, Bellflower - United States, Downey - United States, Fontana - United States, Loma Linda - United States, Los Angeles - United States, Los Angeles - United States, Los Angeles - United States, Madera - United States, Orange - United States, Palo Alto - United States, San Diego - United States, San Diego - United States, San Francisco - United States, Aurora - United States, Aurora - United States, Denver - United States, Hartford - United States, New Haven - United States, New Haven - United States, Wilmington - United States, Washington - United States, Washington - United States, Washington - United States, Fort Myers - United States, Gainesville - United States, Jacksonville - United States, Miami - United States, Orlando - United States, Orlando - United States, Pensacola - United States, Saint Petersburg - United States, Tampa - United States, Tampa - United States, West Palm Beach - United States, Atlanta - United States, Boise - United States, Aurora - United States, Chicago - United States, Chicago - United States, Danville - United States, Effingham - United States, Mattoon - United States, Peoria - United States, Urbana - United States, Urbana - United States, Yorkville - United States, Carmel - United States, Indianapolis - United States, South Bend - United States, Iowa City - United States, Lexington - United States, New Orleans - United States, Baltimore - United States, Baltimore - United States, Boston - United States, Boston - United States, Ann Arbor - United States, Ann Arbor - United States, Detroit - United States, Detroit - United States, Port Huron - United States, Minneapolis - United States, Rochester - United States, Jackson - United States, Ballwin - United States, Kansas City - United States, Rolla - United States, Saint Louis - United States, Saint Louis - United States, Saint Louis - United States, Springfield - United States, Springfield - United States, Washington - United States, Carson City - United States, Henderson - United States, Henderson - United States, Henderson - United States, Henderson - United States, Henderson - United States, Las Vegas - United States, Las Vegas - United States, Las Vegas - United States, Las Vegas - United States, Las Vegas - United States, Las Vegas - United States, Las Vegas - United States, Las Vegas - United States, Las Vegas - United States, Las Vegas - United States, Las Vegas - United States, Las Vegas - United States, Las Vegas - United States, Las Vegas - United States, Las Vegas - United States, Las Vegas - United States, Las Vegas - United States, Las Vegas - United States, Las Vegas - United States, Las Vegas - United States, Las Vegas - United States, Reno - United States, Reno - United States, Lebanon - United States, Hackensack - United States, Albany - United States, Bronx - United States, Bronx - United States, Bronx - United States, Bronx - United States, Mineola - United States, New York - United States, New York - United States, Syracuse - United States, Akron - United States, Cincinnati - United States, Columbus - United States, Dayton - United States, Toledo - United States, Portland - United States, Philadelphia - United States, Philadelphia - United States, Pittsburgh - United States, Sioux Falls - United States, Franklin - United States, Knoxville - United States, Memphis - United States, Nashville - United States, Nashville - United States, Austin - United States, Dallas - United States, Dallas - United States, Fort Worth - United States, Houston - United States, San Antonio - United States, San Antonio - United States, San Antonio - United States, San Antonio - United States, Norfolk - United States, Seattle - United States, Seattle - United States, Seattle - United States, Spokane - United States, Milwaukee - United States, Calgary - Canada, Winnipeg - Canada, Halifax - Canada, Montreal - Canada, Quebec - Canada, San Juan - Puerto Rico",2017-06-30,2015-07-02,2022-01-18,INTERVENTIONAL,PHASE2,"{'American Indian or Alaska Native': 0, 'Asian': 0, 'Native Hawaiian or Other Pacific Islander': 0, 'Black or African American': 2, 'White': 20, 'More than one race': 0, 'Unknown or Not Reported': 0}"
NCT02959164,Unknown,COMPLETED,2016-12-05,"Pancreatic Ductal Adenocarcinoma, Sarcoma","Decitabine, Gemcitabine",Iowa City - United States,2019-09-30,2016-11-08,2023-07-28,INTERVENTIONAL,PHASE1,{}
NCT00617890,Unknown,TERMINATED,2008-02-01,"Osteosarcoma, Sarcoma, Ewing's, Peripheral Neuroectodermal Tumor",robatumumab,No locations listed,2011-08-31,2008-02-18,2018-08-23,INTERVENTIONAL,PHASE2,{}
NCT03798587,Unknown,UNKNOWN,2020-01,Primary Osteosarcoma of Bone,No interventions listed,Milano - Italy,2020-12,2019-01-10,2019-11-22,OBSERVATIONAL,Not Available,{}
NCT03676985,Unknown,UNKNOWN,2018-10-10,Osteosarcoma,"ZKAB001 5mg/kg, ZKAB001 10mg/kg, ZKAB001 15mg/kg",Shanghai - China,2020-02-14,2018-09-19,2018-09-26,INTERVENTIONAL,"PHASE1, PHASE2",{}
NCT02441309,MEMOS,TERMINATED,2014-10,Osteosarcoma,"Mifamurtide, Ifosfamide","Münster - Germany, Bologna - Italy, Leiden - Netherlands, Oslo - Norway, Leeds - United Kingdom, London - United Kingdom, Manchester - United Kingdom, Oxford - United Kingdom",2016-11-04,2015-05-12,2019-09-13,INTERVENTIONAL,PHASE2,{}
NCT02711007,Unknown,COMPLETED,2016-03,"Osteosarcoma, Metastasis",apatinib,Beijing - China,2017-12-30,2016-03-17,2018-04-23,INTERVENTIONAL,"PHASE2, PHASE3",{}
NCT04383288,Unknown,COMPLETED,2014-07-02,Osteosarcoma,No interventions listed,"Santiago De Compostela - Spain, Oviedo - Spain, Majadahonda - Spain, El Palmar - Spain, Baracaldo - Spain, Barcelona - Spain, Barcelona - Spain, La Laguna - Spain, Madrid - Spain, Madrid - Spain, Madrid - Spain, Madrid - Spain, Málaga - Spain, Palma De Mallorca - Spain, Sevilla - Spain, Valencia - Spain, Zaragoza - Spain",2020-10-17,2020-05-12,2021-08-04,OBSERVATIONAL,Not Available,{}
NCT03628209,Unknown,ACTIVE_NOT_RECRUITING,2019-10-03,"Osteosarcoma, Osteosarcoma in Children, Osteosarcoma Recurrent, Sarcoma","Nivolumab, Azacitidine, Post Treatment Surgery","Birmingham - United States, Los Angeles - United States, Aurora - United States, Hartford - United States, Wilmington - United States, Gainesville - United States, Jacksonville - United States, Miami - United States, Orlando - United States, Saint Petersburg - United States, Tampa - United States, Lexington - United States, Baltimore - United States, Buffalo - United States, Chapel Hill - United States, Charlotte - United States, Durham - United States, Cleveland - United States, Columbus - United States, Nashville - United States, Dallas - United States, Houston - United States",2024-10-23,2018-08-14,2024-08-19,INTERVENTIONAL,"PHASE1, PHASE2",{}
NCT03860207,Unknown,TERMINATED,2019-02-22,"Neuroblastoma, Osteosarcoma, Other Solid Tumor Cancers","Humanized 3F8 Bispecific Antibody, Blood draw",New York - United States,2021-10-20,2019-03-01,2023-09-13,INTERVENTIONAL,"PHASE1, PHASE2","{'American Indian or Alaska Native': 0, 'Asian': 0, 'Native Hawaiian or Other Pacific Islander': 0, 'Black or African American': 2, 'White': 18, 'More than one race': 0, 'Unknown or Not Reported': 2}"
NCT06125171,Unknown,NOT_YET_RECRUITING,2024-01,Osteosarcoma,"Tucidinostat, Apatinib",No locations listed,2024-12,2023-11-09,2023-11-09,INTERVENTIONAL,PHASE2,{}
NCT03900793,Unknown,RECRUITING,2019-08-26,Osteosarcoma,"Losartan, Sunitinib","Aurora - United States, Atlanta - United States",2026-08,2019-04-03,2024-02-06,INTERVENTIONAL,PHASE1,{}
NCT00978471,OSII-TTP,COMPLETED,2009-07,Osteosarcoma,Thiotepa,"Besancon - France, Bordeaux - France, Dijon - France, Grenoble - France, Lille - France, LYON Cedex 08 - France, Marseille - France, Marseille - France, Nantes - France, Nice - France, Nice - France, Paris - France, Paris - France, Poitiers - France, Rennes - France, Saint Priest en Jarez - France, Saint-denis - France, Saint-herblain - France, Saint-Priest-en -Jarez - France, Strasbourg - France, Toulouse - France, Vandoeuvre Les Nancy - France, Villejuif - France",2018-10-29,2009-09-17,2019-05-17,INTERVENTIONAL,PHASE2,{}
NCT06117878,Unknown,RECRUITING,2022-09-01,"Osteosarcoma, Soft Tissue Sarcoma","NK510, NK510",Shanghai - China,2024-09-01,2023-11-07,2023-11-07,INTERVENTIONAL,EARLY_PHASE1,{}
NCT05691478,Unknown,SUSPENDED,2023-03-03,"High Grade Osteosarcoma, Localized Osteosarcoma, Metastatic Osteosarcoma, Secondary Osteosarcoma","Bone Scan, Cabozantinib S-malate, Cisplatin, Computed Tomography, Doxorubicin Hydrochloride, Magnetic Resonance Imaging, Methotrexate, Surgical Procedure, X-Ray Imaging","Birmingham - United States, Little Rock - United States, Duarte - United States, Loma Linda - United States, Long Beach - United States, Madera - United States, Oakland - United States, Oakland - United States, Orange - United States, Palo Alto - United States, San Diego - United States, San Francisco - United States, Wilmington - United States, Fort Myers - United States, Gainesville - United States, Jacksonville - United States, Miami - United States, Orlando - United States, Honolulu - United States, Chicago - United States, Chicago - United States, Indianapolis - United States, Iowa City - United States, Lexington - United States, Louisville - United States, New Orleans - United States, Scarborough - United States, Baltimore - United States, Boston - United States, Detroit - United States, Grand Rapids - United States, Minneapolis - United States, Jackson - United States, Kansas City - United States, Saint Louis - United States, Omaha - United States, Omaha - United States, Las Vegas - United States, Las Vegas - United States, Hackensack - United States, Morristown - United States, Newark - United States, Paterson - United States, Albany - United States, Bronx - United States, Buffalo - United States, Mineola - United States, Stony Brook - United States, Syracuse - United States, Valhalla - United States, Durham - United States, Greenville - United States, Winston-Salem - United States, Cincinnati - United States, Cleveland - United States, Cleveland - United States, Dayton - United States, Toledo - United States, Oklahoma City - United States, Portland - United States, Philadelphia - United States, Philadelphia - United States, Pittsburgh - United States, Columbia - United States, Greenville - United States, Greenville - United States, Greenville - United States, Sioux Falls - United States, Memphis - United States, Nashville - United States, Nashville - United States, Austin - United States, Dallas - United States, Dallas - United States, El Paso - United States, Houston - United States, Houston - United States, Lubbock - United States, Lubbock - United States, San Antonio - United States, San Antonio - United States, San Antonio - United States, Salt Lake City - United States, Charlottesville - United States, Norfolk - United States, Richmond - United States, Richmond - United States, Seattle - United States, Spokane - United States, Tacoma - United States, Tacoma - United States, Marshfield - United States",2030-03-20,2023-01-20,2024-07-29,INTERVENTIONAL,"PHASE2, PHASE3",{}
NCT03298971,Unknown,UNKNOWN,2017-09-08,Childhood Osteosarcoma,Questionnaires,Hong Kong - Hong Kong,2022-12-01,2017-10-02,2021-09-08,OBSERVATIONAL,Not Available,{}
NCT04877587,Unknown,WITHDRAWN,2023-01,"Soft Tissue Sarcoma, Bone Sarcoma, Unresectable Soft Tissue Sarcoma, Metastatic Bone Sarcoma, Metastatic Soft-tissue Sarcoma, Unresectable Bone Sarcoma","Ascorbate, Gemcitabine",Iowa City - United States,2025-05-31,2021-05-07,2023-02-22,INTERVENTIONAL,EARLY_PHASE1,{}
NCT02273583,Unknown,UNKNOWN,2006-05,High Grade Osteosarcoma,continuous oral cyclophosphamide and methotrexate,São Paulo - Brazil,2013-06,2014-10-24,2016-02-11,INTERVENTIONAL,PHASE2,{}
NCT00245011,Unknown,COMPLETED,2004-10,Sarcoma,"filgrastim, ifosfamide, peripheral blood stem cell transplantation, Sm-EDTMP (low dose), sm-EDTMP (higher dose)",Baltimore - United States,2008-10,2005-10-27,2020-03-10,INTERVENTIONAL,PHASE2,{}
NCT05942456,Unknown,RECRUITING,2023-06-05,"Biomarker, Progression, Osteosarcoma, Surveillance",ELISA: enzyme-linked immunosorbent assay,Beijing - China,2024-07-01,2023-07-12,2024-05-14,OBSERVATIONAL,Not Available,{}
NCT06524778,Unknown,NOT_YET_RECRUITING,2024-08-30,Osteosarcoma,brachytherapy,No locations listed,2027-06-30,2024-07-29,2024-08-07,INTERVENTIONAL,PHASE2,{}
NCT00544778,Unknown,TERMINATED,2001-08,Sarcoma,"filgrastim, dexrazoxane hydrochloride, doxorubicin hydrochloride, ifosfamide, irinotecan hydrochloride, protein expression analysis, immunoenzyme technique, adjuvant therapy, conventional surgery, neoadjuvant therapy, radiation therapy",No locations listed,2011-11,2007-10-16,2014-08-28,INTERVENTIONAL,PHASE2,{}
NCT04044378,Unknown,WITHDRAWN,2019-08-15,"Effect of Drugs, Progression, Pediatric Cancer","Famitinib, Ifosfamide, Camrelizumab",Beijing - China,2021-09-30,2019-08-05,2020-05-19,INTERVENTIONAL,"PHASE1, PHASE2",{}
NCT03643133,SARCOME13,ACTIVE_NOT_RECRUITING,2018-10-23,Osteosarcoma,"Mifamurtide, EI or M-API regimen depending on patient age","Amiens - France, Angers - France, Bordeaux - France, Caen - France, La Tronche - France, Lille - France, Lyon - France, Lyon - France, Marseille - France, Marseille - France, Montpellier - France, Montpellier - France, Nantes - France, Nice - France, Paris - France, Paris - France, Paris - France, Paris - France, Rennes - France, Rouen - France, Saint-Herblain - France, Strasbourg - France, Strasbourg - France, Toulouse - France, Toulouse - France, Tours - France, Tours - France, Vandœuvre-lès-Nancy - France, Vandœuvre-lès-Nancy - France, Villejuif - France, Villejuif - France",2024-10,2018-08-22,2024-02-02,INTERVENTIONAL,PHASE2,{}
NCT03997747,CSSG-02,COMPLETED,2019-08-13,Osteosarcoma,cytology specimen,"Beijing - China, Beijing - China",2021-10-01,2019-06-25,2022-06-03,OBSERVATIONAL,Not Available,{}
NCT03911245,Unknown,COMPLETED,2018-01-01,Osteosarcoma,Retrospective study. Analyze of data in medical records,Barcelona - Spain,2018-12-31,2019-04-11,2019-04-11,OBSERVATIONAL,Not Available,{}
NCT03960177,Unknown,ACTIVE_NOT_RECRUITING,2019-03-27,Osteosarcoma,"Glucarpidase, Quality-of-Life Assessment","Jacksonville - United States, Portland - United States, Philadelphia - United States",2025-06-01,2019-05-22,2024-08-21,INTERVENTIONAL,EARLY_PHASE1,{}
NCT06492954,AflacST2301,NOT_YET_RECRUITING,2024-09-02,"Osteosarcoma, Pulmonary Recurrence of Osteosarcoma","Surgical Resection, Stereotactic Body Radiation Therapy (SBRT), Atezolizumab",Atlanta - United States,2027-06,2024-07-09,2024-08-22,INTERVENTIONAL,PHASE1,{}
NCT05703854,Unknown,RECRUITING,2023-03-29,"Advanced Renal Cell Carcinoma, Advanced Mesothelioma, Advanced Osteosarcoma","CAR.70/IL15-transduced CB-derived NK cells, Fludarabine phosphate, Cyclophosphamide",Houston - United States,2025-09-30,2023-01-30,2024-04-25,INTERVENTIONAL,"PHASE1, PHASE2",{}
NCT03108677,Unknown,ACTIVE_NOT_RECRUITING,2017-05-01,"Lung Metastases, Osteosarcoma",Blood samples,Shanghai - China,2023-09-19,2017-04-11,2023-10-03,OBSERVATIONAL,Not Available,{}
NCT04803877,Unknown,ACTIVE_NOT_RECRUITING,2021-06-04,"Osteosarcoma, Osteosarcoma in Children, Osteosarcoma Recurrent, Osteosarcoma Metastatic","Regorafenib 40 MG, Regorafenib 20MG, Nivolumab","Los Angeles - United States, Miami - United States, Baltimore - United States, Ann Arbor - United States, Minneapolis - United States, Cincinnati - United States, Portland - United States, Dallas - United States",2024-05,2021-03-18,2023-09-18,INTERVENTIONAL,PHASE2,{}
NCT05106777,Unknown,RECRUITING,2021-12-10,Sarcoma,Surufatinib,Guangzhou - China,2023-12-10,2021-11-04,2023-04-12,INTERVENTIONAL,PHASE2,{}
NCT00023998,Unknown,COMPLETED,2001-07,Metastatic Osteosarcoma,"doxorubicin hydrochloride, cisplatin, methotrexate, leucovorin calcium, filgrastim, therapeutic conventional surgery, radiation therapy, etoposide, ifosfamide, trastuzumab, laboratory biomarker analysis",Arcadia - United States,2005-11,2003-01-27,2013-02-04,INTERVENTIONAL,PHASE2,{}
NCT02243605,Unknown,ACTIVE_NOT_RECRUITING,2014-12-19,"Metastatic Ewing Sarcoma, Metastatic Osteosarcoma, Recurrent Ewing Sarcoma, Recurrent Osteosarcoma, Stage III Osteosarcoma AJCC v7, Stage IV Osteosarcoma AJCC v7, Stage IVA Osteosarcoma AJCC v7, Stage IVB Osteosarcoma AJCC v7, Unresectable Ewing Sarcoma, Unresectable Osteosarcoma","Cabozantinib S-malate, Laboratory Biomarker Analysis","Bordeaux - France, Dijon - France, Lille - France, Lyon - France, Marseille - France, Nice - France, Paris - France, Saint Herblain - France, Strasbourg - France, Toulouse - France, Villejuif - France",2019-06-30,2014-09-18,2024-08-09,INTERVENTIONAL,PHASE2,{}
